employee_id,role,skill_level,gender,age_group,job_level,company_scope,work_location,remote_policy,remote_access_score,remote_flexibility_score,compensation_satisfaction,career_growth_score,work_life_balance_score,sense_of_belonging_score,team_cohesion_score,values_alignment_score,engagement_score,manager_support_score,communication_effectiveness,participates_in_team_events,uses_collab_tools_frequently,stress_level_score,family_life_impact_score,daily_work_hours,weekly_work_hours,overtime_hours_weekly,commute_time_minutes,promotion_received,salary_increase_received,tenure_years,tenure_level,intention_to_leave,actual_turnover,joined_remote_company,current_monthly_salary_eur,expected_monthly_salary_eur,international_offer_salary_eur,salary_gap_eur,salary_gap_percent,benefits_satisfaction_score,health_benefits_score,pension_benefits_score,bonus_satisfaction_score,training_budget_satisfaction,perceived_international_pay_advantage,long_term_stay_intention_score
EMP139,Research Specialist,Mid,Male,30-39,Manager,Local,Lithuania,Hybrid,4.1,3.2,4.3,1.4,3.6,3.2,4.5,3.6,4.5,3.5,4.4,Yes,Yes,3.0,2.7,7.3,36.4,0.0,15.0,No,Yes,3.2,1-3 years,No,Stayed,No,4925.09,4554.32,7584.83,2659.74,54.0,4.1,3.0,3.0,2.7,3.1,4.5,3.8
EMP140,Project Manager,Senior,Male,30-39,Senior,Local,Lithuania,Mostly On-site,1.2,2.5,2.2,2.5,1.5,2.4,2.9,3.4,3.3,3.1,3.1,Yes,Yes,3.6,2.4,8.7,43.6,3.6,42.0,No,Yes,5.9,4-6 years,Yes,Stayed,No,4995.42,5449.59,7098.48,2103.07,42.1,2.8,3.1,3.9,2.6,2.9,4.3,3.3
EMP141,Research Specialist,Senior,Female,30-39,Senior,International,Lithuania,Mostly On-site,3.9,1.4,3.0,3.2,2.9,2.6,3.3,4.2,2.8,2.3,3.0,Yes,Yes,4.6,1.5,7.2,36.0,0.0,36.0,No,No,3.2,1-3 years,No,Left,No,4907.08,5780.57,5825.17,918.09,18.7,4.1,3.8,4.7,3.6,4.2,4.4,4.9
EMP142,Energy Analyst,Senior,Female,30-39,Junior,International,Lithuania,Full Remote,4.8,4.9,3.7,2.2,3.9,3.1,2.9,3.6,3.7,3.6,2.5,Yes,Yes,2.4,4.3,8.1,40.7,0.7,2.0,No,Yes,5.1,4-6 years,No,Stayed,No,1950.68,2002.85,2177.72,227.04,11.6,4.2,3.4,4.1,3.7,4.2,4.2,4.8
EMP143,Project Manager,Mid,Male,40-49,Senior,Local,Lithuania,Hybrid,2.9,4.4,2.4,2.1,4.4,4.2,3.4,3.8,3.5,2.8,3.6,Yes,Yes,2.3,4.9,8.6,42.9,2.9,37.0,No,Yes,5.8,4-6 years,No,Left,Yes,4222.03,5089.05,5345.52,1123.49,26.6,2.9,2.7,4.1,2.0,3.0,5.0,4.3
EMP144,Research Specialist,Expert,Male,20-29,Junior,Local,Outside Lithuania,Hybrid,2.8,3.5,4.5,2.0,3.1,4.0,3.2,2.8,4.1,4.0,3.2,Yes,Yes,1.5,3.5,8.8,43.9,3.9,27.0,No,Yes,5.8,4-6 years,No,Stayed,No,1945.14,2178.37,2586.01,640.87,32.9,3.7,2.7,2.5,1.5,1.2,4.0,4.4
EMP145,Energy Analyst,Senior,Male,20-29,Junior,International,Outside Lithuania,Full Remote,4.4,4.8,3.7,2.7,4.7,2.9,3.8,3.2,4.0,3.3,3.2,Yes,No,1.9,4.9,9.6,48.0,8.0,8.0,Yes,No,5.6,4-6 years,No,Left,Yes,2031.14,2346.99,2471.25,440.1,21.7,4.2,4.3,3.2,4.6,3.6,2.9,5.0
EMP146,Energy Analyst,Senior,Female,40-49,Mid,International,Outside Lithuania,Full Remote,5.0,4.2,1.5,3.5,3.9,4.0,3.2,3.7,3.1,2.3,3.0,No,No,3.0,3.8,8.7,43.6,3.6,4.0,No,Yes,6.2,4-6 years,No,Left,Yes,3196.81,4068.59,3965.09,768.28,24.0,3.4,3.7,3.9,2.3,5.0,4.0,3.4
EMP147,Research Specialist,Senior,Female,20-29,Manager,International,Lithuania,Hybrid,3.7,3.5,3.7,2.3,3.6,3.8,5.0,3.8,3.4,4.1,2.8,Yes,No,2.8,3.5,8.5,42.6,2.6,43.0,No,No,4.8,4-6 years,No,Stayed,No,5511.66,6093.11,6457.42,945.75,17.2,3.2,3.6,2.8,3.1,3.9,4.2,4.9
EMP148,Energy Analyst,Expert,Male,40-49,Mid,Local,Lithuania,Hybrid,4.7,3.5,3.2,3.3,3.9,4.1,4.1,3.1,4.3,4.1,3.7,Yes,Yes,2.2,3.1,8.5,42.4,2.4,44.0,No,No,4.8,4-6 years,No,Left,No,2425.67,3066.06,3166.37,740.7,30.5,2.4,3.0,3.4,3.6,2.7,3.3,4.0
EMP149,Research Specialist,Mid,Female,20-29,Senior,International,Lithuania,Full Remote,5.0,4.2,2.8,3.5,4.1,2.3,3.3,4.6,3.8,3.6,4.3,Yes,Yes,2.3,4.2,8.5,42.3,2.3,6.0,No,Yes,3.6,1-3 years,No,Stayed,No,4010.38,4492.87,5007.5,997.13,24.9,4.3,4.5,3.5,4.5,4.8,2.9,5.0
EMP150,Engineer,Mid,Male,30-39,Senior,International,Lithuania,Full Remote,4.6,5.0,2.8,3.5,3.7,3.1,3.4,4.4,2.4,2.6,3.0,Yes,Yes,3.0,4.8,8.2,40.9,0.9,1.0,No,Yes,5.5,4-6 years,No,Stayed,No,5478.57,6445.12,6749.71,1271.15,23.2,4.7,4.2,3.7,3.7,4.0,2.6,4.9
EMP151,Research Specialist,Expert,Female,30-39,Manager,Local,Lithuania,Mostly On-site,2.4,1.4,2.9,2.5,2.0,3.5,3.1,5.0,4.2,3.7,3.7,Yes,Yes,3.8,2.6,10.1,50.3,10.3,54.0,No,Yes,2.6,1-3 years,Yes,Stayed,No,5908.87,6538.11,8379.83,2470.96,41.8,4.4,3.5,3.8,3.7,2.7,3.1,4.5
EMP152,Research Specialist,Mid,Male,30-39,Mid,International,Outside Lithuania,Full Remote,4.5,4.7,2.4,2.4,3.7,3.6,3.4,3.1,2.9,3.6,2.5,Yes,Yes,3.7,4.1,8.1,40.5,0.5,0.0,No,Yes,5.0,4-6 years,No,Stayed,No,3497.23,3888.39,3982.72,485.5,13.9,4.7,4.0,3.7,4.2,3.8,3.8,4.1
EMP153,Project Manager,Senior,Female,40-49,Junior,International,Lithuania,Full Remote,4.3,4.9,4.3,3.2,3.8,4.4,2.4,3.0,3.3,2.2,4.6,Yes,No,2.4,4.2,8.9,44.3,4.3,0.0,No,Yes,4.0,1-3 years,No,Stayed,No,2266.03,2297.57,2356.49,90.46,4.0,4.4,4.5,4.4,2.8,3.5,3.5,4.8
EMP154,Project Manager,Mid,Female,20-29,Senior,International,Lithuania,Hybrid,4.2,4.9,2.9,1.9,4.4,4.3,3.5,3.9,2.9,3.4,1.9,Yes,Yes,3.2,4.5,8.2,40.9,0.9,24.0,No,Yes,5.5,4-6 years,No,Stayed,No,4391.85,5286.65,5428.52,1036.67,23.6,3.9,3.6,4.6,4.6,3.9,4.0,4.9
EMP155,Research Specialist,Mid,Male,30-39,Mid,Local,Outside Lithuania,Mostly On-site,2.4,1.8,2.7,3.5,2.4,3.9,4.6,4.0,3.2,3.4,3.5,Yes,Yes,3.8,1.2,9.6,48.0,8.0,27.0,No,No,3.3,1-3 years,Yes,Stayed,No,3103.61,3882.24,4914.71,1811.1,58.4,2.9,4.5,3.4,1.3,3.7,4.0,2.9
EMP156,Energy Analyst,Senior,Male,20-29,Senior,International,Lithuania,Full Remote,3.5,4.9,3.2,2.9,4.7,2.0,3.5,4.0,4.3,5.0,3.2,Yes,No,2.4,4.4,9.2,45.9,5.9,1.0,No,Yes,3.9,1-3 years,No,Stayed,No,4004.51,5133.06,5328.43,1323.92,33.1,3.7,3.4,3.5,4.3,4.9,3.8,4.0
EMP157,Research Specialist,Mid,Male,50+,Manager,Local,Lithuania,Hybrid,3.1,3.7,3.1,3.4,3.6,4.5,4.3,3.0,2.9,2.5,4.4,No,Yes,2.1,3.2,8.8,43.9,3.9,47.0,No,No,4.3,4-6 years,No,Stayed,No,5124.67,6754.78,7608.02,2483.35,48.5,2.8,3.1,3.3,3.0,2.0,3.7,4.2
EMP158,Research Specialist,Senior,Male,40-49,Junior,International,Lithuania,Mostly On-site,3.5,2.4,2.0,4.0,3.1,2.7,4.0,4.7,3.6,3.5,4.7,Yes,Yes,3.4,3.2,7.4,36.8,0.0,46.0,No,No,4.9,4-6 years,No,Left,Yes,1738.44,2127.43,1994.89,256.45,14.8,2.9,4.2,3.3,4.1,3.6,4.3,4.0
EMP159,Project Manager,Expert,Female,30-39,Junior,International,Lithuania,Full Remote,4.2,4.3,2.6,2.2,4.6,3.0,4.4,3.7,3.1,2.5,1.3,Yes,Yes,1.5,4.4,8.7,43.4,3.4,10.0,Yes,Yes,4.5,4-6 years,No,Stayed,No,2039.5,2208.61,2466.94,427.44,21.0,3.3,4.4,4.2,3.1,4.0,3.5,3.9
EMP160,Project Manager,Mid,Female,30-39,Mid,Local,Lithuania,Mostly On-site,1.5,1.2,3.7,2.0,2.0,3.0,3.4,3.9,3.4,3.5,3.4,Yes,Yes,3.5,1.0,8.7,43.6,3.6,38.0,No,No,3.6,1-3 years,Yes,Left,Yes,3620.77,4418.47,4574.57,953.81,26.3,3.0,3.6,4.0,1.3,2.3,4.1,5.0
EMP161,Research Specialist,Mid,Female,30-39,Senior,Local,Lithuania,Hybrid,2.9,3.9,2.8,3.5,3.5,3.4,3.4,3.6,2.2,2.7,3.2,No,Yes,3.7,3.1,9.2,45.9,5.9,22.0,No,No,5.0,4-6 years,No,Stayed,No,4883.31,5038.5,5615.79,732.48,15.0,2.8,5.0,3.5,4.0,2.2,4.6,4.8
EMP162,Engineer,Expert,Male,20-29,Mid,International,Lithuania,Hybrid,4.4,4.3,3.8,2.6,3.8,4.0,2.3,2.6,3.1,3.6,3.3,No,Yes,2.1,3.8,9.1,45.4,5.4,17.0,No,Yes,5.9,4-6 years,No,Stayed,No,3074.0,3745.76,4044.42,970.41,31.6,4.2,3.7,3.6,2.9,4.1,4.5,5.0
EMP163,Engineer,Senior,Female,20-29,Junior,Local,Lithuania,Hybrid,3.8,4.6,3.7,3.6,3.7,5.0,2.5,4.6,3.9,3.7,3.7,Yes,Yes,3.2,4.3,8.1,40.7,0.7,25.0,No,Yes,4.4,4-6 years,No,Stayed,No,2194.31,2242.65,3593.66,1399.34,63.8,1.7,5.0,2.8,2.1,2.0,4.3,3.1
EMP164,Research Specialist,Mid,Male,20-29,Executive,Local,Lithuania,Hybrid,3.9,3.7,3.7,3.1,4.1,2.5,5.0,3.7,2.3,2.9,2.1,Yes,No,2.8,3.4,9.4,46.8,6.8,39.0,No,Yes,4.4,4-6 years,No,Left,No,8685.98,9749.13,12695.44,4009.46,46.2,3.4,2.6,2.9,2.3,2.4,4.1,4.3
EMP165,Engineer,Mid,Male,20-29,Senior,International,Lithuania,Full Remote,4.1,4.9,3.4,3.2,4.4,3.4,2.8,3.7,4.3,4.3,4.1,No,Yes,2.7,4.5,7.6,38.2,0.0,6.0,No,Yes,2.0,1-3 years,No,Stayed,No,5124.0,5381.21,5349.19,225.18,4.4,4.6,4.7,4.7,4.0,4.0,2.9,5.0
EMP166,Project Manager,Expert,Male,20-29,Mid,Local,Lithuania,Mostly On-site,2.3,2.4,2.2,3.8,2.9,2.8,3.2,4.3,2.7,1.9,2.6,Yes,Yes,4.0,1.8,8.0,39.8,0.0,41.0,No,No,3.8,1-3 years,Yes,Stayed,No,3785.02,4749.59,5134.12,1349.1,35.6,4.1,4.4,4.5,3.1,1.4,4.6,4.2
EMP167,Project Manager,Expert,Female,50+,Executive,Local,Lithuania,Hybrid,2.3,3.3,4.8,2.5,3.4,3.8,3.4,3.1,3.5,3.4,4.0,Yes,No,2.2,3.3,8.8,44.0,4.0,13.0,No,No,6.0,4-6 years,No,Stayed,No,7198.8,8545.75,8788.97,1590.17,22.1,2.2,4.1,3.1,2.5,2.5,4.1,4.6
EMP168,Engineer,Senior,Male,30-39,Senior,International,Lithuania,Full Remote,5.0,4.6,2.1,2.1,5.0,3.7,3.3,3.8,3.7,4.3,3.6,Yes,No,1.0,4.7,7.9,39.5,0.0,5.0,No,Yes,6.7,4-6 years,No,Stayed,No,5161.33,5832.2,5609.26,447.93,8.7,3.3,4.4,3.7,3.6,4.6,3.3,5.0
EMP169,Project Manager,Mid,Male,30-39,Mid,International,Lithuania,Full Remote,4.0,3.5,4.0,3.0,4.1,3.4,2.4,3.2,2.9,3.1,3.6,Yes,Yes,2.2,3.1,8.4,42.0,2.0,0.0,No,No,2.9,1-3 years,No,Stayed,No,3539.7,4261.51,4174.39,634.68,17.9,3.8,4.6,3.3,5.0,3.5,4.4,5.0
EMP170,Engineer,Senior,Male,20-29,Senior,International,Lithuania,Hybrid,3.0,4.0,4.1,3.9,3.0,3.5,3.1,3.9,3.0,2.6,3.3,Yes,Yes,2.8,3.3,9.5,47.5,7.5,48.0,Yes,Yes,4.1,4-6 years,Yes,Left,Yes,4453.22,4463.79,4619.19,165.97,3.7,4.1,4.1,3.4,3.8,4.3,3.1,5.0
EMP171,Project Manager,Senior,Female,40-49,Manager,Local,Lithuania,Hybrid,4.4,3.5,3.0,2.3,3.4,3.4,4.0,4.2,3.9,3.5,4.4,No,Yes,2.9,3.1,7.7,38.6,0.0,44.0,No,Yes,4.0,4-6 years,No,Stayed,No,5743.62,6414.2,7542.61,1798.98,31.3,2.7,4.2,3.1,3.7,2.8,3.6,4.1
EMP172,Research Specialist,Senior,Female,20-29,Senior,International,Lithuania,Full Remote,5.0,3.9,4.2,2.8,4.4,3.9,2.9,4.1,3.9,4.0,4.8,Yes,Yes,2.2,3.1,8.3,41.4,1.4,4.0,No,Yes,4.5,4-6 years,No,Left,Yes,4944.47,6027.76,5274.95,330.48,6.7,3.4,3.3,3.3,3.0,5.0,3.2,5.0
EMP173,Engineer,Mid,Female,20-29,Senior,International,Lithuania,Hybrid,3.5,3.8,3.9,2.3,3.7,2.9,3.7,4.0,3.9,3.9,4.2,Yes,Yes,2.7,3.8,7.7,38.5,0.0,11.0,No,Yes,2.4,1-3 years,No,Left,No,5385.18,5071.74,6934.21,1549.03,28.8,3.8,4.0,3.9,4.5,4.4,3.4,5.0
EMP174,Energy Analyst,Mid,Male,20-29,Manager,International,Lithuania,Full Remote,4.5,5.0,4.4,3.7,5.0,3.4,3.3,4.8,3.2,3.4,4.5,Yes,Yes,3.4,5.0,8.5,42.3,2.3,8.0,No,Yes,3.5,1-3 years,No,Stayed,No,4992.78,6264.07,6150.14,1157.36,23.2,5.0,4.9,3.8,4.1,3.9,3.3,5.0
EMP175,Energy Analyst,Mid,Male,20-29,Mid,International,Outside Lithuania,Hybrid,2.5,3.6,3.9,1.9,3.1,4.5,3.5,4.0,3.7,3.8,3.7,Yes,Yes,3.3,3.5,8.5,42.5,2.5,11.0,No,Yes,3.2,1-3 years,Yes,Stayed,No,3288.18,4230.1,3227.25,-60.93,-1.9,4.6,4.9,2.9,3.4,4.5,3.1,5.0
EMP176,Energy Analyst,Senior,Male,40-49,Senior,International,Lithuania,Full Remote,4.2,4.5,3.3,4.4,4.5,4.6,2.4,2.3,3.2,3.5,5.0,Yes,Yes,1.5,4.8,7.5,37.6,0.0,0.0,Yes,No,3.2,1-3 years,No,Stayed,No,3565.96,3434.05,4592.65,1026.69,28.8,4.0,4.6,3.9,2.5,4.7,2.3,4.6
EMP177,Engineer,Senior,Other/Prefer not to say,20-29,Mid,Local,Lithuania,Hybrid,3.4,4.2,2.9,2.2,3.1,3.9,4.1,4.1,3.7,4.1,4.2,Yes,No,2.3,3.8,9.7,48.4,8.4,0.0,No,No,4.7,4-6 years,No,Stayed,No,3437.96,3743.95,4624.12,1186.16,34.5,3.3,2.2,3.7,2.3,3.4,4.8,4.1
EMP178,Engineer,Senior,Other/Prefer not to say,20-29,Senior,Local,Lithuania,Hybrid,4.6,3.8,3.0,2.9,4.4,4.6,4.1,4.4,3.3,3.2,3.1,Yes,Yes,2.5,3.6,8.1,40.6,0.6,38.0,No,No,4.6,4-6 years,No,Stayed,No,4643.86,5302.4,6979.85,2335.99,50.3,1.5,4.9,3.3,1.3,3.1,4.3,4.2
EMP179,Research Specialist,Mid,Male,40-49,Senior,Local,Lithuania,Mostly On-site,1.9,2.9,3.8,2.7,2.4,3.9,3.1,3.7,3.1,3.1,4.0,Yes,Yes,3.6,2.9,9.9,49.5,9.5,35.0,Yes,No,2.0,1-3 years,No,Left,Yes,3807.16,4371.14,5680.78,1873.62,49.2,2.3,2.9,2.8,3.0,2.8,4.6,3.1
EMP180,Engineer,Mid,Female,20-29,Senior,International,Lithuania,Full Remote,4.5,4.5,4.1,3.8,4.6,3.3,3.4,3.4,3.6,3.6,3.8,Yes,Yes,3.2,3.9,8.3,41.7,1.7,0.0,No,No,5.1,4-6 years,No,Stayed,No,5038.28,5630.33,6025.16,986.88,19.6,4.0,3.7,4.4,4.4,4.6,3.8,5.0
EMP181,Research Specialist,Senior,Male,20-29,Junior,Local,Lithuania,Hybrid,3.2,4.5,2.3,2.1,3.7,3.6,3.0,3.3,4.2,4.4,3.7,No,Yes,2.6,3.8,8.5,42.4,2.4,7.0,No,Yes,4.3,4-6 years,No,Stayed,No,2027.02,2479.01,3057.04,1030.03,50.8,2.5,2.8,3.3,4.1,2.2,4.0,3.7
EMP182,Project Manager,Senior,Female,30-39,Senior,International,Lithuania,Full Remote,4.4,4.7,4.5,2.7,4.9,3.1,2.0,4.4,4.2,3.9,3.7,Yes,No,2.9,3.9,7.8,38.9,0.0,5.0,No,No,5.7,4-6 years,No,Stayed,No,5800.22,7438.48,6980.48,1180.26,20.3,3.8,3.8,3.4,4.3,3.6,3.1,4.9
EMP183,Project Manager,Expert,Male,20-29,Executive,International,Lithuania,Mostly On-site,1.8,1.9,3.3,4.1,1.7,3.8,3.0,2.8,3.5,4.0,3.8,Yes,Yes,2.7,2.3,9.2,46.1,6.1,59.0,No,Yes,2.1,1-3 years,No,Left,Yes,7708.15,8957.65,9840.72,2132.58,27.7,3.1,3.3,2.9,4.1,3.9,4.3,5.0
EMP184,Research Specialist,Senior,Male,40-49,Senior,Local,Lithuania,Mostly On-site,2.6,1.9,1.7,3.5,1.1,3.4,2.7,3.9,3.5,3.0,4.6,Yes,Yes,4.1,1.0,7.6,38.2,0.0,63.0,No,No,3.0,1-3 years,No,Left,Yes,4681.82,4808.81,5313.91,632.09,13.5,2.5,3.0,2.5,2.5,1.9,4.4,3.8
EMP185,Engineer,Mid,Female,30-39,Mid,International,Outside Lithuania,Full Remote,5.0,4.5,3.8,3.4,3.8,2.3,3.5,3.1,3.3,4.6,3.0,Yes,Yes,2.3,4.1,10.0,50.2,10.2,5.0,No,No,3.6,1-3 years,No,Stayed,No,3224.92,3534.18,3719.09,494.16,15.3,3.8,4.4,2.6,3.3,4.3,3.3,5.0
EMP186,Engineer,Senior,Female,30-39,Senior,International,Lithuania,Hybrid,3.2,3.4,3.6,3.2,3.5,3.6,3.4,3.3,3.2,2.8,3.2,Yes,Yes,3.7,3.8,8.0,39.9,0.0,21.0,No,Yes,7.3,7+ years,No,Stayed,No,5576.72,5966.91,6760.02,1183.29,21.2,4.5,4.1,3.4,2.3,4.3,3.2,4.9
EMP187,Research Specialist,Mid,Female,20-29,Mid,International,Lithuania,Mostly On-site,1.4,2.1,2.2,2.6,1.6,4.7,4.3,3.0,3.2,4.2,3.1,Yes,No,3.2,1.6,7.4,36.8,0.0,52.0,No,Yes,3.1,1-3 years,Yes,Stayed,No,3042.78,3037.36,3476.61,433.83,14.3,3.2,3.6,3.0,4.5,4.9,3.7,4.3
EMP188,Engineer,Mid,Female,20-29,Mid,Local,Lithuania,Hybrid,3.1,3.9,3.6,1.6,2.9,3.8,4.8,3.9,3.0,2.5,3.1,Yes,Yes,2.4,2.8,7.6,37.9,0.0,11.0,No,No,5.6,4-6 years,No,Left,No,2984.86,2998.65,4154.48,1169.62,39.2,2.7,3.8,3.6,2.6,3.5,4.6,3.9
EMP189,Project Manager,Mid,Male,30-39,Mid,Local,Outside Lithuania,Hybrid,4.2,4.6,4.1,2.8,4.5,4.6,4.2,3.3,3.3,3.0,3.8,Yes,No,2.0,4.4,6.8,33.9,0.0,21.0,No,Yes,5.4,4-6 years,No,Left,Yes,3642.6,3947.65,6789.86,3147.26,86.4,3.2,3.8,3.8,3.1,3.6,4.2,3.0
EMP190,Energy Analyst,Senior,Male,30-39,Mid,International,Lithuania,Full Remote,4.8,4.3,1.3,3.2,5.0,1.6,2.8,2.6,2.3,2.1,2.8,Yes,Yes,2.5,4.4,8.5,42.4,2.4,5.0,No,Yes,2.6,1-3 years,No,Stayed,No,2873.8,2715.51,3929.05,1055.25,36.7,4.3,4.4,4.2,3.3,3.9,4.5,3.9
EMP191,Engineer,Senior,Female,30-39,Senior,International,Lithuania,Full Remote,5.0,4.4,1.4,2.2,4.6,1.6,2.9,2.9,3.9,3.3,4.4,Yes,Yes,2.9,4.6,8.5,42.4,2.4,1.0,No,Yes,5.1,4-6 years,No,Stayed,No,4392.07,5310.16,5917.85,1525.78,34.7,4.7,2.7,4.1,4.6,4.9,2.9,4.2
EMP192,Project Manager,Expert,Female,30-39,Manager,Local,Outside Lithuania,Mostly On-site,2.4,1.6,2.7,4.1,2.1,5.0,2.5,2.4,4.1,4.6,3.0,No,Yes,2.8,2.6,7.5,37.5,0.0,55.0,No,No,3.9,1-3 years,Yes,Stayed,No,5987.85,6254.07,7052.38,1064.54,17.8,2.9,3.4,3.6,1.5,3.6,4.4,5.0
EMP193,Research Specialist,Mid,Female,40-49,Junior,Local,Lithuania,Mostly On-site,2.2,1.8,2.0,3.5,2.2,3.7,3.7,2.2,4.2,4.1,2.9,Yes,Yes,4.3,1.8,9.0,45.1,5.1,45.0,No,Yes,4.0,1-3 years,Yes,Stayed,No,1757.78,2059.27,2775.12,1017.35,57.9,2.9,4.3,3.9,3.7,3.5,4.6,2.9
EMP194,Energy Analyst,Mid,Female,40-49,Senior,International,Lithuania,Hybrid,2.7,2.7,2.6,2.4,3.0,3.7,3.6,4.0,4.2,4.6,2.3,Yes,Yes,2.2,3.1,8.0,39.9,0.0,27.0,No,Yes,5.7,4-6 years,No,Left,Yes,4259.26,4687.67,5175.61,916.34,21.5,3.7,3.7,3.5,4.1,4.5,4.3,4.5
EMP195,Project Manager,Expert,Male,30-39,Mid,Local,Lithuania,Hybrid,3.4,3.4,3.6,2.8,3.7,3.6,3.9,5.0,3.9,3.8,2.6,No,Yes,2.7,3.8,9.3,46.7,6.7,19.0,No,Yes,2.8,1-3 years,No,Stayed,No,3347.44,3799.02,4709.72,1362.28,40.7,4.2,3.0,3.0,3.1,3.4,4.9,4.2
EMP196,Energy Analyst,Senior,Male,40-49,Mid,Local,Lithuania,Hybrid,5.0,3.6,3.5,2.5,4.5,3.0,3.8,4.5,4.1,3.6,3.9,Yes,No,2.4,2.9,7.6,37.8,0.0,59.0,No,Yes,2.7,1-3 years,No,Stayed,No,2855.99,2901.65,4452.47,1596.48,55.9,2.2,2.7,2.1,2.5,4.1,4.2,3.6
EMP197,Engineer,Senior,Female,40-49,Senior,Local,Lithuania,Mostly On-site,2.1,1.0,3.1,4.2,1.9,3.7,4.1,2.8,3.6,2.6,3.9,No,Yes,4.0,1.0,8.3,41.4,1.4,72.0,No,Yes,2.7,1-3 years,Yes,Stayed,No,4256.94,4768.48,5313.24,1056.3,24.8,3.6,3.7,3.7,2.9,2.5,5.0,4.2
EMP198,Project Manager,Senior,Male,30-39,Mid,Local,Lithuania,Mostly On-site,1.6,2.9,4.7,3.4,2.8,3.0,3.3,3.0,4.2,3.5,3.8,Yes,Yes,3.6,3.0,8.2,41.1,1.1,69.0,No,No,2.0,1-3 years,No,Left,No,3801.51,4483.95,5767.96,1966.45,51.7,4.4,3.1,3.0,2.3,2.7,3.7,5.0
EMP199,Engineer,Mid,Male,30-39,Senior,Local,Lithuania,Mostly On-site,3.6,2.6,3.9,3.9,3.5,3.7,3.6,2.5,3.2,3.4,2.9,Yes,No,4.5,1.7,7.2,35.9,0.0,20.0,No,Yes,6.8,4-6 years,No,Left,Yes,4365.2,4444.3,6234.92,1869.73,42.8,2.3,2.7,3.1,2.7,3.1,4.4,4.4
EMP200,Energy Analyst,Senior,Male,30-39,Mid,International,Lithuania,Mostly On-site,1.0,2.0,3.3,1.7,1.7,3.3,4.6,4.5,3.7,3.3,5.0,Yes,Yes,2.7,2.0,7.7,38.7,0.0,0.0,No,Yes,2.6,1-3 years,Yes,Stayed,No,2732.01,2788.53,3228.35,496.34,18.2,3.1,4.6,4.4,4.5,3.9,3.2,4.2
EMP201,Engineer,Senior,Male,40-49,Manager,International,Outside Lithuania,Hybrid,3.5,3.3,2.3,3.4,3.3,4.0,4.5,4.9,3.2,2.5,4.9,Yes,Yes,2.1,2.9,9.5,47.7,7.7,31.0,No,Yes,6.5,4-6 years,No,Left,No,6052.79,5682.41,7233.14,1180.34,19.5,3.9,3.8,3.6,3.9,3.5,3.1,4.6
EMP202,Research Specialist,Mid,Female,50+,Junior,International,Lithuania,Full Remote,5.0,4.4,4.3,3.0,4.1,1.7,2.5,1.7,4.0,3.7,3.6,No,Yes,3.2,3.6,8.4,42.0,2.0,6.0,No,No,4.2,4-6 years,No,Stayed,No,1452.97,1681.49,1528.27,75.3,5.2,4.4,4.0,3.7,3.2,4.3,3.1,5.0
EMP203,Energy Analyst,Senior,Female,40-49,Junior,International,Lithuania,Full Remote,3.7,4.5,1.3,4.1,3.6,2.6,2.0,3.5,2.4,4.1,2.5,Yes,Yes,3.5,3.2,7.9,39.3,0.0,8.0,No,No,2.5,1-3 years,No,Stayed,No,1645.35,1891.49,2129.43,484.08,29.4,4.9,3.8,3.8,4.2,4.0,4.0,4.3
EMP204,Project Manager,Senior,Female,30-39,Manager,International,Outside Lithuania,Mostly On-site,2.8,1.0,4.4,3.0,2.8,3.7,3.7,2.6,4.1,4.5,3.6,No,Yes,2.3,2.3,8.2,41.0,1.0,68.0,No,Yes,2.2,1-3 years,No,Left,No,5754.87,6640.81,6756.42,1001.55,17.4,5.0,4.4,3.4,3.9,4.2,4.9,5.0
EMP205,Project Manager,Mid,Female,40-49,Senior,International,Lithuania,Hybrid,2.9,4.4,2.3,1.6,3.6,4.8,3.8,3.3,3.4,4.4,3.1,Yes,No,3.1,4.2,7.8,38.9,0.0,0.0,Yes,Yes,3.7,1-3 years,No,Stayed,No,4424.87,5381.38,5958.35,1533.47,34.7,3.3,4.0,2.9,4.7,4.0,3.2,3.1
EMP206,Engineer,Senior,Male,30-39,Executive,International,Outside Lithuania,Full Remote,4.3,4.2,4.5,3.9,4.2,2.7,3.3,2.8,3.2,3.4,3.5,Yes,Yes,2.5,3.8,7.6,37.8,0.0,0.0,No,No,3.3,1-3 years,No,Stayed,No,7006.33,9780.75,8963.0,1956.67,27.9,3.1,4.6,3.5,3.6,3.6,4.0,5.0
EMP207,Research Specialist,Mid,Male,20-29,Senior,International,Lithuania,Full Remote,3.9,4.7,3.4,4.4,3.9,3.9,3.3,2.1,3.7,3.1,4.4,No,Yes,2.6,4.3,7.5,37.3,0.0,11.0,Yes,No,5.0,4-6 years,No,Stayed,No,4133.35,4023.63,4583.48,450.13,10.9,4.7,3.5,3.7,5.0,3.9,2.8,5.0
EMP208,Project Manager,Mid,Male,20-29,Mid,Local,Lithuania,Hybrid,3.4,4.2,3.5,2.2,2.8,3.9,3.8,3.8,3.3,5.0,2.7,Yes,No,3.5,3.7,9.0,45.0,5.0,27.0,No,Yes,3.0,1-3 years,No,Stayed,No,3074.55,4210.12,4450.14,1375.59,44.7,3.7,4.3,2.4,2.5,3.3,4.8,4.6
